serial,constituency_number,township,ward_village
8,8,ကျးရွာအပ်စ။,22။  (ပ) ညာင်ပင် ကီး  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,23။  ဦး ဒါင်း  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,24။ ကဖူး ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,25။ အလယ်သ ကျာ်  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,26။ သဒါ ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,27။ ဝါးချ ကျးရွာ  အပ်စ
8,8,ကျးရွာအပ်စ။,28။ တပ်ဦး ချာင်း  ကျးရွာ အပ်စ
8,8,ကျးရွာအပ်စ။,29။  ဇာ်မတက်  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,30။ ကညင်တန်း  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,31။ သ ရ  ကန်တန်း ကျးရွာ အပ်စ
8,8,ကျးရွာအပ်စ။,32။ ချိန်ခါလီ ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,33။ သ ြပ တာ ကျးရွာ အပ်စ
8,8,ကျးရွာအပ်စ။,34။ြမင်းလတ် ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,35။  ကျာက်ပန္ဒူ ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,36။ သ ဘာကွဲ  ကျးရွာ  အပ်စ
8,8,ကျးရွာအပ်စ။,37။  အင်းဒင် ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,38။  သဝင် ချာင်း  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,39။  အာင် ဇယျ ( ငိမး် ချမ်း ရး)  ကျးရွာ  အပ်စ
8,8,ကျးရွာအပ်စ။,40။ ဇင်ပိင်ညာ ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,41။ မဂလာ ကီး(ြပင်ြဖူ)
9,9,ကျးရွာအပ်စ။,ဘူးသီး တာင် မို ့နယ်တစ်ခလး။
10,10,ကျးရွာအပ်စ။,ကျာက်ြဖူ မို ့နယ် နှင့် မာန် အာင် မို ့နယ်။
11,11,ကျးရွာအပ်စ။,ရမ်း ဗဲ မို ့နယ် နှင့် အမ်း မို ့နယ်။
12,12,ရန်ကန်တိင်း ဒသ ကီး,သတွဲခရိင်တစ်ခလး။
1,1,ိ း) မို ့နယ်၊ ဒဂ မို ့သစ်(အ ရှ ပိ့ င်း) မို ့နယ်,ဒဂ မို ့သစ်( ြမာက်ပင်  နှင့် ြမာက်ဥက္က လာပ မို ့နယ်။
2,2,ိ း) မို ့နယ်၊ ဒဂ မို ့သစ်(အ ရှ ပိ့ င်း) မို ့နယ်,ိ း) မို ့နယ်  ဒဂ မို ့သစ်( တာင်ပင်  နှင့်  ဒဂ မို ့သစ်  (ဆိပ်ကမ်း)  မို ့နယ်။
3,3,ိ း) မို ့နယ်၊ ဒဂ မို ့သစ်(အ ရှ ပိ့ င်း) မို ့နယ်,တာင်ဥက္က လာပ မို ့နယ်
3,3,ိ း) မို ့နယ်၊ ဒဂ မို ့သစ်(အ ရှ ပိ့ င်း) မို ့နယ်,ရန်ကင်း မို ့နယ်
3,3,ိ း) မို ့နယ်၊ ဒဂ မို ့သစ်(အ ရှ ပိ့ င်း) မို ့နယ်,တာ မွ မို ့နယ် နှင့်  သဃန်းက န်း မို ့နယ်။
4,4,ှ ့် ဗိလ်တ ထာင် မို ့နယ်။,မဂလာ တာင်ညွန မိ  ့် ု ့နယ်
4,4,ှ ့် ဗိလ်တ ထာင် မို ့နယ်။,သာ ကတ မို ့နယ်
4,4,ှ ့် ဗိလ်တ ထာင် မို ့နယ်။,ဒါပ မို ့နယ်
4,4,ှ ့် ဗိလ်တ ထာင် မို ့နယ်။,ပဇွန် တာင် မို ့နယ်နင
5,5,ှ ့် ဗိလ်တ ထာင် မို ့နယ်။,မရမ်းကန်း မို ့နယ်
5,5,ှ ့် ဗိလ်တ ထာင် မို ့နယ်။,မို ့နယ်
5,5,ှ ့် ဗိလ်တ ထာင် မို ့နယ်။,ပန်းဘဲတန်း မို ့နယ် နှင့် ကျာက်တတား မို ့နယ်။
6,6,ဆိပ်ကမ်း မို ့နယ်။,ကမာရွတ် မို ့နယ်
6,6,ဆိပ်ကမ်း မို ့နယ်။,လသာ မို ့နယ်
6,6,ဆိပ်ကမ်း မို ့နယ်။,လမ်းမ တာ် မို ့နယ်
6,6,ဆိပ်ကမ်း မို ့နယ်။,အလ မို ့နယ်  နှင့်
7,7,ဆိပ်ကမ်း မို ့နယ်။,သန်လျင် မို ့နယ်
7,7,ဆိပ်ကမ်း မို ့နယ်။,သးခွ မို ့နယ်။
8,8,အဆက်,တွ တး မို ့နယ်
8,8,အဆက်,ဒလ မို ့နယ်
8,8,အဆက်,ခ နာင်တိ မို ့နယ်
8,8,အဆက်,ကွမး် ြခကန်း မို ့နယ် နှင့် ကိကိးက န်း မို ့နယ်။
9,9,အဆက်,ထန်းတပင် မို ့နယ်
9,9,အဆက်,ရြပည်သာ မို ့နယ် နှင့် မှာ်ဘီ မို ့နယ်။
10,10,အဆက်,အင်းစိန် မို ့နယ် နှင့် မဂလာဒ မို ့နယ်။
11,11,အဆက်,လင်သာယာ မို ့နယ်။
12,12,ရှမ်းြပည်နယ်,တိက် ကီး မို ့နယ် နှင့် လှည်းကူး မို ့နယ်။
1,1,ှ ့် ဖယ်ခ မို ့နယ်။,တာင် ကီးခရိင်အတွင်းရှိ တာင် ကီး မို ့နယ်
1,1,ှ ့် ဖယ်ခ မို ့နယ်။,ရပ် စာက် မို ့နယ်
1,1,ှ ့် ဖယ်ခ မို ့နယ်။,က လာ မို ့နယ်နင
2,2,ှ ့် ဖယ်ခ မို ့နယ်။,လွိုင်လင်ခရိင် နှင့် လင်း ခးခရိင်။
3,3,ှ ့် ဖယ်ခ မို ့နယ်။,လားရးခရိင်တစ်ခလး။
4,4,ှ ့် ဖယ်ခ မို ့နယ်။,ကျာက်မဲခရိင်အတွင်းရှိ  နမ္မတူ မို ့နယ်
4,4,ှ ့် ဖယ်ခ မို ့နယ်။,နာင်ချို မို ့နယ် နှင့် မိးမိတ်ခရိင် တစ်ခလး။
5,5,ှ ့် ဖယ်ခ မို ့နယ်။,မူဆယ်ခရိင်တစ်ခလး။
6,6,ှ ့် ဖယ်ခ မို ့နယ်။,ကျိုင်းတခရိင်တစ်ခလး။
7,7,ှ ့် ဖယ်ခ မို ့နယ်။,တာချီလိတ်ခရိင် နှင့် မိင်းဆတ်ခရိင်။
8,8,ှ ့် ဖယ်ခ မို ့နယ်။,ဓနကိယ်ပိင်အပ်ချုပ်ခွင့်ရ ဒသ။  (ရွာင မို ့နယ် နှင့် ပင်းတယ မို ့နယ်)
9,9,ရှမ်းြပည်နယ်,ပအိဝ်းကိယ်ပိင်အပ်ချုပ်ခွင့်ရ ဒသ။  (ဟိပး မို ့နယ်
9,9,ရှမ်းြပည်နယ်,ဆီဆင်
10,10,် န် မို ့နယ် နှင့် မန်တ မို ့နယ်),ပ လာင်ကိယ်ပိင်အပ်ချုပ်ခွင့်ရ ဒသ။  (နမ့ဆ
11,11,ိ မို ့နယ်),ကိးကနက့် ိယ်ပိင်အပ်ချုပ်ခွင့်ရ ဒသ။  (ကန်း ကမ်း မို ့နယ် နှင့် လာက်ကင်
12,12,ဧရာဝတီတိင်း ဒသ ကီး,“ဝ” ကိယ်ပိင်အပ်ချုပ်ခွင့်ရတိင်း။  (ဟိပန် မို ့နယ်
12,12,ဧရာဝတီတိင်း ဒသ ကီး,မိင်း မာ မို ့နယ်
12,12,ဧရာဝတီတိင်း ဒသ ကီး,ပန်ဝိင် မို ့နယ်
12,12,ဧရာဝတီတိင်း ဒသ ကီး,နားဖန်း
1,1,ဧရာဝတီတိင်း ဒသ ကီး,ပသိမ် မို ့နယ် နှင့် ငပ တာ မို ့နယ်။
2,2,ဧရာဝတီတိင်း ဒသ ကီး,ကန် ကီး ထာင့် မို ့နယ်
2,2,ဧရာဝတီတိင်း ဒသ ကီး,မို ့နယ်။
3,3,ဧရာဝတီတိင်း ဒသ ကီး,ကျု ပျာ် မို ့နယ် နှင့် ရ ကည် မို ့နယ်။
4,4,ဧရာဝတီတိင်း ဒသ ကီး,ဟသာတ မို ့နယ် နှင့် ဇလွန် မို ့နယ် နှင့် လးမျက်နှာ မို ့နယ်။
5,5,ဧရာဝတီတိင်း ဒသ ကီး,အဂပူ မို ့နယ်
5,5,ဧရာဝတီတိင်း ဒသ ကီး,ြမန် အာင် မို ့နယ် နှင့် ကခင်း မို ့နယ်။
6,6,ဧရာဝတီတိင်း ဒသ ကီး,ြမာင်းြမ မို ့နယ်တစ်ခလး။
7,7,် ဲ မို ့နယ်။,ဝါးခယ်မ မို ့နယ် နှင့် အိမမ
8,8,် ဲ မို ့နယ်။,မအူပင် မို ့နယ် နှင့် ညာင်တန်း မို ့နယ်။
9,9,အဆက်,ပန်းတ နာ် မို ့နယ် နှင့် ဓနြဖူ မို ့နယ်။
10,10,အဆက်,ဖျာပ မို ့နယ် နှင့် ဒးဒရဲ မို ့နယ်။
11,11,အဆက်,ဘိက လး မို ့နယ် နှင့် ကျိုက်လတ် မို ့နယ်။
12,12,အဆက်,လပွတ္တာခရိင်တစ်ခလး။
